season_year,snapshot_date,rank,team,record,wins,losses,rating,hi,lo,last,source_url
2008,03/15/2008,1,Duke,27-4,27,4,17.8,1,84,1,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,2,Arizona,19-14,19,14,17.8,1,253,2,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,3,UCLA,30-3,30,3,17.7,1,236,4,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,4,Kansas,29-3,29,3,17.6,1,272,3,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,5,North Carolina,30-2,30,2,17.6,1,13,5,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,6,USC,21-11,21,11,17.5,3,299,8,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,7,Texas,27-5,27,5,17.5,1,270,6,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,8,Tennessee,29-3,29,3,17.0,1,291,7,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,9,Washington St,24-8,24,8,17.0,7,294,9,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,10,Marquette,24-9,24,9,16.8,1,184,10,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,11,Georgetown,27-4,27,4,16.8,9,242,13,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,12,Stanford,26-6,26,6,16.6,9,194,12,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,13,Oregon,18-13,18,13,16.6,7,225,11,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,14,Georgia Tech,15-17,15,17,16.5,12,122,16,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,15,Kansas St,20-11,20,11,16.4,10,310,15,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,16,Louisville,24-8,24,8,16.3,4,263,14,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,17,West Virginia,24-10,24,10,16.1,1,341,20,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,18,Pittsburgh,25-9,25,9,16.0,4,288,24,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,19,Wisconsin,27-4,27,4,16.0,3,277,17,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,20,Ohio St,19-13,19,13,15.9,7,279,22,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,21,UConn,24-8,24,8,15.9,9,244,18,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,22,California,16-15,16,15,15.8,21,143,21,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,23,Clemson,23-8,23,8,15.8,9,165,23,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,24,Oklahoma,22-10,22,10,15.7,14,214,19,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,25,Texas A&M,24-9,24,9,15.6,16,295,26,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,26,Missouri,16-16,16,16,15.6,11,257,25,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,27,Michigan St,25-7,25,7,15.5,1,275,28,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,28,Washington,16-16,16,16,15.4,26,310,27,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,29,Oklahoma St,17-15,17,15,15.3,5,206,33,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,30,Illinois,15-18,15,18,15.3,6,191,30,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,31,Notre Dame,24-7,24,7,15.1,16,294,29,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,32,Indiana,25-7,25,7,15.1,10,171,31,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
2008,03/15/2008,33,Arizona St,19-12,19,12,15.1,28,128,32,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2008
