season_year,snapshot_date,rank,team,record,wins,losses,rating,hi,lo,last,source_url
2026,03/15/2026,1,Michigan,31-2,31,2,16.0,1,220,1,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,2,Florida,26-7,26,7,15.5,1,37,2,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,3,Arizona,32-2,32,2,15.5,2,28,3,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,4,Duke,32-2,32,2,15.2,1,97,4,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,5,Alabama,23-9,23,9,14.7,1,260,5,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,6,Purdue,26-8,26,8,14.6,2,219,6,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,7,Houston,28-6,28,6,14.5,1,210,13,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,8,Illinois,24-8,24,8,14.4,4,232,7,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,9,Kansas,23-10,23,10,14.4,4,247,8,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,10,Texas Tech,22-10,22,10,14.3,5,228,9,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,11,Tennessee,22-11,22,11,14.3,4,312,10,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,12,Kentucky,21-13,21,13,14.2,2,204,11,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,13,Iowa St,27-7,27,7,14.1,6,254,12,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,14,Auburn,17-16,17,16,13.9,2,265,16,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,15,Michigan St,25-7,25,7,13.9,9,201,15,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
2026,03/15/2026,16,Arkansas,25-8,25,8,13.8,4,215,14,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2026
