season_year,snapshot_date,rank,team,record,wins,losses,rating,hi,lo,last,source_url
2024,03/15/2024,1,Purdue,28-3,28,3,12.6,1,189,1,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,2,Houston,29-3,29,3,12.2,2,225,2,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,3,Alabama,21-10,21,10,12.1,1,215,3,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,4,Tennessee,24-7,24,7,11.8,1,230,4,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,5,Baylor,23-9,23,9,11.6,4,107,6,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,6,Kansas,22-10,22,10,11.6,2,213,5,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,7,Marquette,24-8,24,8,11.5,1,208,8,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,8,UConn,29-3,29,3,11.5,2,291,7,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,9,Arizona,25-7,25,7,11.1,1,229,9,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,10,Wisconsin,20-12,20,12,11.0,3,179,10,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,11,Iowa St,25-7,25,7,10.8,6,321,11,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,12,Illinois,23-8,23,8,10.7,8,243,12,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,13,Creighton,23-9,23,9,10.6,8,247,13,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,14,Michigan St,19-13,19,13,10.5,5,117,14,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,15,North Carolina,26-6,26,6,10.2,5,261,15,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,16,Texas,20-12,20,12,10.2,15,313,16,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,17,BYU,23-10,23,10,10.1,14,265,17,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,18,Villanova,18-15,18,15,9.9,12,303,20,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
2024,03/15/2024,19,TCU,21-12,21,12,9.8,19,359,25,https://www.teamrankings.com/ncaa-basketball/ranking/schedule-strength-by-other?date=03%2F15%2F2024
